date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:17:56	11084/11084	---MCZ	200	added ('OK')	text/css	etag:W/%2263eb2f63-2b4c%22	https://htmldemo.net/learts/learts/assets/css/plugins/ion.rangeSlider.min.css	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/css/plugins/ion.rangeSlider.min.css	(from https://htmldemo.net/learts/learts/index.html)
07:17:56	4137/4137	---MCZ	200	added ('OK')	text/css	etag:W/%2263eb2f68-1029%22	https://htmldemo.net/learts/learts/assets/css/plugins/photoswipe.css	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/css/plugins/photoswipe.css	(from https://htmldemo.net/learts/learts/index.html)
07:17:56	12331/12331	---MCZ	200	added ('OK')	text/css	etag:W/%2263eb2f67-302b%22	https://htmldemo.net/learts/learts/assets/css/plugins/photoswipe-default-skin.css	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/css/plugins/photoswipe-default-skin.css	(from https://htmldemo.net/learts/learts/index.html)
07:17:57	6951/6951	---MCZ	200	added ('OK')	text/css	etag:W/%2263eb2f64-1b27%22	https://htmldemo.net/learts/learts/assets/css/plugins/magnific-popup.css	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/css/plugins/magnific-popup.css	(from https://htmldemo.net/learts/learts/index.html)
07:17:57	1776/1776	---MCZ	200	added ('OK')	text/css	etag:W/%2263eb2f6b-6f0%22	https://htmldemo.net/learts/learts/assets/css/plugins/slick.css	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/css/plugins/slick.css	(from https://htmldemo.net/learts/learts/index.html)
07:17:58	4362/4362	---M--	200	added ('OK')	image/webp	date:Tue,%2018%20Apr%202023%2003:17:58%20GMT	https://htmldemo.net/learts/learts/assets/images/logo/logo.webp	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/images/logo/logo.webp	(from https://htmldemo.net/learts/learts/index.html)
07:17:58	335272/335272	---MCZ	200	added ('OK')	text/css	etag:W/%2263eb2f44-51da8%22	https://htmldemo.net/learts/learts/assets/css/style.css	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/css/style.css	(from https://htmldemo.net/learts/learts/index.html)
07:17:58	4226/4226	---M--	200	added ('OK')	image/webp	date:Tue,%2018%20Apr%202023%2003:17:59%20GMT	https://htmldemo.net/learts/learts/assets/images/demo/menu/home-01.webp	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/images/demo/menu/home-01.webp	(from https://htmldemo.net/learts/learts/index.html)
07:17:58	85743/85743	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f21-14eef%22	https://htmldemo.net/learts/learts/my-account.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/my-account.html	(from https://htmldemo.net/learts/learts/index.html)
07:17:59	3180/3180	---M--	200	added ('OK')	image/webp	date:Tue,%2018%20Apr%202023%2003:17:59%20GMT	https://htmldemo.net/learts/learts/assets/images/demo/menu/home-02.webp	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/images/demo/menu/home-02.webp	(from https://htmldemo.net/learts/learts/index.html)
07:17:59	91515/91515	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f12-1657b%22	https://htmldemo.net/learts/learts/index-2.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/index-2.html	(from https://htmldemo.net/learts/learts/index.html)
07:17:59	4666/4666	---M--	200	added ('OK')	image/webp	date:Tue,%2018%20Apr%202023%2003:17:59%20GMT	https://htmldemo.net/learts/learts/assets/images/demo/menu/home-03.webp	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/images/demo/menu/home-03.webp	(from https://htmldemo.net/learts/learts/index.html)
07:17:59	172072/172072	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f14-2a028%22	https://htmldemo.net/learts/learts/index-3.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/index-3.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:00	2520/2520	---M--	200	added ('OK')	image/webp	date:Tue,%2018%20Apr%202023%2003:18:00%20GMT	https://htmldemo.net/learts/learts/assets/images/demo/menu/home-04.webp	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/images/demo/menu/home-04.webp	(from https://htmldemo.net/learts/learts/index.html)
07:18:01	3324/3324	---M--	200	added ('OK')	image/webp	date:Tue,%2018%20Apr%202023%2003:18:01%20GMT	https://htmldemo.net/learts/learts/assets/images/demo/menu/home-05.webp	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/images/demo/menu/home-05.webp	(from https://htmldemo.net/learts/learts/index.html)
07:18:01	154940/154940	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f15-25d3c%22	https://htmldemo.net/learts/learts/index-4.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/index-4.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:02	70897/70897	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f17-114f1%22	https://htmldemo.net/learts/learts/index-5.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/index-5.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:02	3666/3666	---M--	200	added ('OK')	image/webp	date:Tue,%2018%20Apr%202023%2003:18:02%20GMT	https://htmldemo.net/learts/learts/assets/images/demo/menu/home-06.webp	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/images/demo/menu/home-06.webp	(from https://htmldemo.net/learts/learts/index.html)
07:18:02	2674/2674	---M--	200	added ('OK')	image/webp	date:Tue,%2018%20Apr%202023%2003:18:03%20GMT	https://htmldemo.net/learts/learts/assets/images/demo/menu/home-07.webp	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/images/demo/menu/home-07.webp	(from https://htmldemo.net/learts/learts/index.html)
07:18:02	187502/187502	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f18-2dc6e%22	https://htmldemo.net/learts/learts/index-6.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/index-6.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:03	3760/3760	---M--	200	added ('OK')	image/webp	date:Tue,%2018%20Apr%202023%2003:18:03%20GMT	https://htmldemo.net/learts/learts/assets/images/demo/menu/home-08.webp	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/images/demo/menu/home-08.webp	(from https://htmldemo.net/learts/learts/index.html)
07:18:03	90829/90829	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f19-162cd%22	https://htmldemo.net/learts/learts/index-7.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/index-7.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:04	2332/2332	---M--	200	added ('OK')	image/webp	date:Tue,%2018%20Apr%202023%2003:18:04%20GMT	https://htmldemo.net/learts/learts/assets/images/demo/menu/home-9.webp	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/images/demo/menu/home-9.webp	(from https://htmldemo.net/learts/learts/index.html)
07:18:04	128931/128931	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f1a-1f7a3%22	https://htmldemo.net/learts/learts/index-8.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/index-8.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:04	4282/4282	---M--	200	added ('OK')	image/webp	date:Tue,%2018%20Apr%202023%2003:18:05%20GMT	https://htmldemo.net/learts/learts/assets/images/demo/menu/home-10.webp	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/images/demo/menu/home-10.webp	(from https://htmldemo.net/learts/learts/index.html)
07:18:04	166705/166705	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f0f-28b31%22	https://htmldemo.net/learts/learts/index-10.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/index-10.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:05	82033/82033	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f1c-14071%22	https://htmldemo.net/learts/learts/index-9.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/index-9.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:05	4090/4090	---M--	200	added ('OK')	image/webp	date:Tue,%2018%20Apr%202023%2003:18:05%20GMT	https://htmldemo.net/learts/learts/assets/images/demo/menu/home-11.webp	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/images/demo/menu/home-11.webp	(from https://htmldemo.net/learts/learts/index.html)
07:18:05	119357/119357	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f12-1d23d%22	https://htmldemo.net/learts/learts/index-11.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/index-11.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:06	4012/4012	---M--	200	added ('OK')	image/webp	date:Tue,%2018%20Apr%202023%2003:18:06%20GMT	https://htmldemo.net/learts/learts/assets/images/banner/menu-banner-1.webp	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/images/banner/menu-banner-1.webp	(from https://htmldemo.net/learts/learts/index.html)
07:18:06	118743/118743	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f3d-1cfd7%22	https://htmldemo.net/learts/learts/shop.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/shop.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:06	127768/127768	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f3b-1f318%22	https://htmldemo.net/learts/learts/shop-left-sidebar.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/shop-left-sidebar.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:07	127746/127746	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f3b-1f302%22	https://htmldemo.net/learts/learts/shop-right-sidebar.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/shop-right-sidebar.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:07	118520/118520	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f35-1cef8%22	https://htmldemo.net/learts/learts/shop-fullwidth-no-gutters.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/shop-fullwidth-no-gutters.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:07	118785/118785	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f39-1d001%22	https://htmldemo.net/learts/learts/shop-fullwidth.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/shop-fullwidth.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:08	127816/127816	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f36-1f348%22	https://htmldemo.net/learts/learts/shop-fullwidth-left-sidebar.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/shop-fullwidth-left-sidebar.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:08	127794/127794	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f38-1f332%22	https://htmldemo.net/learts/learts/shop-fullwidth-right-sidebar.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/shop-fullwidth-right-sidebar.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:08	119867/119867	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f33-1d43b%22	https://htmldemo.net/learts/learts/product-details.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/product-details.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:09	120926/120926	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f2c-1d85e%22	https://htmldemo.net/learts/learts/product-details-fullwidth.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/product-details-fullwidth.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:09	119212/119212	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f32-1d1ac%22	https://htmldemo.net/learts/learts/product-details-sticky.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/product-details-sticky.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:09	122983/122983	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f30-1e067%22	https://htmldemo.net/learts/learts/product-details-sidebar.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/product-details-sidebar.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:10	120607/120607	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f2b-1d71f%22	https://htmldemo.net/learts/learts/product-details-extra-content.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/product-details-extra-content.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:10	119058/119058	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f2f-1d112%22	https://htmldemo.net/learts/learts/product-details-image-variation.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/product-details-image-variation.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:10	119337/119337	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f2d-1d229%22	https://htmldemo.net/learts/learts/product-details-group.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/product-details-group.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:10	121159/121159	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f28-1d947%22	https://htmldemo.net/learts/learts/product-details-360.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/product-details-360.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:10	78260/78260	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f3e-131b4%22	https://htmldemo.net/learts/learts/shopping-cart.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/shopping-cart.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:11	115753/115753	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f29-1c429%22	https://htmldemo.net/learts/learts/product-details-background.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/product-details-background.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:11	103972/103972	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2efc-19624%22	https://htmldemo.net/learts/learts/checkout.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/checkout.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:12	74314/74314	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f22-1224a%22	https://htmldemo.net/learts/learts/order-tracking.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/order-tracking.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:12	76041/76041	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f40-12909%22	https://htmldemo.net/learts/learts/wishlist.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/wishlist.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:12	77029/77029	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f1e-12ce5%22	https://htmldemo.net/learts/learts/login-register.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/login-register.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:13	19300/19300	---M--	200	added ('OK')	image/webp	date:Tue,%2018%20Apr%202023%2003:18:13%20GMT	https://htmldemo.net/learts/learts/assets/images/banner/menu-banner-2.webp	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/assets/images/banner/menu-banner-2.webp	(from https://htmldemo.net/learts/learts/index.html)
07:18:13	73935/73935	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f1f-120cf%22	https://htmldemo.net/learts/learts/lost-password.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/lost-password.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:13	77798/77798	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f23-12fe6%22	https://htmldemo.net/learts/learts/portfolio-3-columns.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/portfolio-3-columns.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:14	79253/79253	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f24-13595%22	https://htmldemo.net/learts/learts/portfolio-4-columns.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/portfolio-4-columns.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:15	80724/80724	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f25-13b54%22	https://htmldemo.net/learts/learts/portfolio-5-columns.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/portfolio-5-columns.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:15	81085/81085	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f27-13cbd%22	https://htmldemo.net/learts/learts/portfolio-details.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/portfolio-details.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:16	87033/87033	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f0b-153f9%22	https://htmldemo.net/learts/learts/elements-products.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/elements-products.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:16	54697/54697	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f08-d5a9%22	https://htmldemo.net/learts/learts/elements-product-sale-banner.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/elements-product-sale-banner.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:16	247805/247805	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f09-3c7fd%22	https://htmldemo.net/learts/learts/elements-products-tabs.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/elements-products-tabs.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:16	60231/60231	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f01-eb47%22	https://htmldemo.net/learts/learts/elements-category-banner.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/elements-category-banner.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:17	49363/49363	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f0c-c0d3%22	https://htmldemo.net/learts/learts/elements-team.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/elements-team.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:17	53316/53316	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f0f-d044%22	https://htmldemo.net/learts/learts/elements-testimonials.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/elements-testimonials.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:17	47295/47295	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f03-b8bf%22	https://htmldemo.net/learts/learts/elements-gallery.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/elements-gallery.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:18	47921/47921	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f05-bb31%22	https://htmldemo.net/learts/learts/elements-map.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/elements-map.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:18	52107/52107	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f05-cb8b%22	https://htmldemo.net/learts/learts/elements-icon-box.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/elements-icon-box.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:18	50760/50760	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f01-c648%22	https://htmldemo.net/learts/learts/elements-buttons.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/elements-buttons.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:19	54931/54931	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2f03-d693%22	https://htmldemo.net/learts/learts/elements-faq.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/elements-faq.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:19	50636/50636	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2efe-c5cc%22	https://htmldemo.net/learts/learts/elements-brands.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/elements-brands.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:20	86030/86030	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2ef2-1500e%22	https://htmldemo.net/learts/learts/blog-left-sidebar.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/blog-left-sidebar.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:20	86008/86008	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2ef9-14ff8%22	https://htmldemo.net/learts/learts/blog-right-sidebar.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/blog-right-sidebar.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:20	80575/80575	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2eee-13abf%22	https://htmldemo.net/learts/learts/blog-fullwidth.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/blog-fullwidth.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:20	86062/86062	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2ef0-1502e%22	https://htmldemo.net/learts/learts/blog-grid-right-sidebar.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/blog-grid-right-sidebar.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:21	86084/86084	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2ef0-15044%22	https://htmldemo.net/learts/learts/blog-grid-left-sidebar.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/blog-grid-left-sidebar.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:21	80677/80677	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2eee-13b25%22	https://htmldemo.net/learts/learts/blog-grid-fullwidth.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/blog-grid-fullwidth.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:21	89038/89038	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2ef5-15bce%22	https://htmldemo.net/learts/learts/blog-list-right-sidebar.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/blog-list-right-sidebar.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:21	83419/83419	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2ef2-145db%22	https://htmldemo.net/learts/learts/blog-list-fullwidth.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/blog-list-fullwidth.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:22	89060/89060	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2ef5-15be4%22	https://htmldemo.net/learts/learts/blog-list-left-sidebar.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/blog-list-left-sidebar.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:22	86197/86197	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2ef9-150b5%22	https://htmldemo.net/learts/learts/blog-masonry-right-sidebar.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/blog-masonry-right-sidebar.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:22	86219/86219	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2ef7-150cb%22	https://htmldemo.net/learts/learts/blog-masonry-left-sidebar.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/blog-masonry-left-sidebar.html	(from https://htmldemo.net/learts/learts/index.html)
07:18:22	80804/80804	---MCZ	200	added ('OK')	text/html	etag:W/%2263eb2ef7-13ba4%22	https://htmldemo.net/learts/learts/blog-masonry-fullwidth.html	C:/My%20Web%20Sites/Ecommerce/htmldemo.net/learts/learts/blog-masonry-fullwidth.html	(from https://htmldemo.net/learts/learts/index.html)
